address,latitude,longitude,status,original_index
5XX N LOOP 288 HWY DENTON TX ,33.2584052,-97.1428634,VALID,3983.0
85XX SEVEN OAKS LN DENTON TX ,33.1416371,-97.1183191,VALID,3984.0
13XX LATTIMORE ST DENTON TX ,33.2253527,-97.110405,VALID,3985.0
5XX S Locust ST DENTON TX ,33.2025721,-97.1335834,VALID,3986.0
34XX CARMEL ST DENTON TX ,33.1718637,-97.1222653,VALID,3987.0
8XX E SYCAMORE ST DENTON TX ,33.2124371,-97.125394,VALID,3988.0
53XX FISHTRAP RD DENTON TX ,33.2394916,-97.0680246,VALID,3989.0
25XX WHISPERING OAKS DENTON TX ,33.2248751,-97.1027343,VALID,3990.0
102XX SORIANO ST DENTON TX ,33.1408266,-97.2324098,VALID,3991.0
27XX SAN FELIPE DR DENTON TX ,33.1653649,-97.1035516,VALID,3992.0
20XX CRESTWOOD PL DENTON TX ,33.2364365,-97.1194354,VALID,3993.0
BUSHEY ST DENTON TX ,33.2071514,-97.1208431,VALID,3994.0
38XX ROSELAWN DR DENTON TX ,33.1846168,-97.1479993,VALID,3995.0
36XX PALMETTO CT DENTON TX ,33.1517664,-97.0956505,VALID,3996.0
16XX CHURCHILL DR DENTON TX ,33.2438248,-97.1093023,VALID,3997.0
36XX RANCHMAN BLVD DENTON TX ,33.1662972,-97.1090953,VALID,3998.0
6XX JUNO LN DENTON TX ,33.2569955,-97.1190794,VALID,3999.0
15XX LARSON LN DENTON TX ,33.1555311,-97.1149917,VALID,4000.0
80XX SERENITY WAY DENTON TX ,33.1433045,-97.1148147,VALID,4001.0
100XX LA JOLLA WAY DENTON TX ,33.1419281,-97.2426106,VALID,4002.0
19XX ARCHER TRL DENTON TX ,33.240091,-97.1062241,VALID,4003.0
41XX E LANCASTER FORT WORTH TX ,32.7407682,-97.2521135,VALID,4004.0
W RYAN RD DENTON TX ,33.1615388,-97.1350524,VALID,4005.0
23XX HIGH MEADOW DR DENTON TX ,33.2498362,-97.1030286,VALID,4006.0
59XX HARVEY GAP LN DENTON TX ,33.1631762,-97.1759286,VALID,4007.0
17XX WISTERIA ST DENTON TX ,33.1944685,-97.1561115,VALID,4008.0
7XX DIANE CIR DENTON TX ,33.2231847,-97.0983186,VALID,4009.0
4XX NORMAL ST DENTON TX ,33.2171112,-97.1491473,VALID,4010.0
45XX AIRPORT RD DENTON TX ,33.2016344,-97.178521,VALID,4011.0
7XX AMARILLO ST DENTON TX ,33.2192471,-97.1422904,VALID,4012.0
37XX MEADOWTRAIL LN DENTON TX ,33.2530067,-97.1372696,VALID,4013.0
37XX SAGEWOOD ST DENTON TX ,33.2520558,-97.1301361,VALID,4014.0
31XX MARK LN DENTON TX ,33.1722357,-97.1435629,VALID,4015.0
99XX GRANDVIEW DR DENTON TX ,33.1363815,-97.2358601,VALID,4016.0
26XX GLENWOOD LN DENTON TX ,33.2382124,-97.115532,VALID,4017.0
9XX W OAK ST DENTON TX ,33.2157359,-97.1545246,VALID,4018.0
16XX SPENCER RD DENTON TX ,33.1959056,-97.0987982,VALID,4019.0
22XX DEL MAR CT DENTON TX ,33.1541877,-97.1094168,VALID,4020.0
ADMINISTRATION DR DENTON TX ,33.2273419,-97.1260169,VALID,4021.0
19XX GLENWOOD LN DENTON TX ,33.2382124,-97.115532,VALID,4022.0
40XX SAN LORENZO DR DENTON TX ,33.1537486,-97.0921506,VALID,4023.0
9XX E RYAN RD DENTON TX ,33.161471,-97.1246831,VALID,4024.0
26XX LOVERS LN KRUM TX ,33.2508545,-97.2000885,VALID,4025.0
33XX CRICKET DR DENTON TX ,33.2508716,-97.1566409,VALID,4026.0
6XX N LOOP 288 HWY DENTON TX ,33.2584052,-97.1428634,VALID,4027.0
13XX S LOOP 288 HWY DENTON TX ,33.1970392,-97.0919826,VALID,4028.0
6XX MULKEY LN DENTON TX ,33.2215732,-97.1112194,VALID,4029.0
9XX VIKA ST DENTON TX ,33.2562011,-97.118798,VALID,4030.0
24XX NOTTINGHAM DR DENTON TX ,33.2389117,-97.1066916,VALID,4031.0
12XX EMERSON LN DENTON TX ,33.2418,-97.1048034,VALID,4032.0
31XX ROSS AVE DALLAS TX ,32.7974611,-96.786678,VALID,4033.0
59XX N CENTRAL EXPY DALLAS TX ,32.8605253,-96.7706897,VALID,4034.0
8XX N MAYHILL RD DENTON TX ,33.2218988,-97.0831971,VALID,4035.0
92XX PERIMETER ST DENTON TX ,33.1424435,-97.2263315,VALID,4036.0
5XX TRINITY TRL DENTON TX ,33.2556945,-97.1379687,VALID,4037.0
21XX S LOOP 288 HWY DENTON TX ,33.1970392,-97.0919826,VALID,4038.0
41XX FOREST BEND RD DENTON TX ,33.2521193,-97.1015062,VALID,4039.0
70XX RIVERPASS DR DENTON TX ,33.1542667,-97.1270751,VALID,4040.0
20XX SOUTH WESTGRAND LN MILWAUKEE WI ,43.0101508,-87.9683044,VALID,4041.0
I 35 SANGER TX ,33.3877731,-97.1771003,VALID,4042.0
34XX KINGSGARDEN RD DENTON TX ,33.2535947,-97.1651732,VALID,4043.0
92XX E SHERMAN DR DENTON TX ,33.276093,-97.0962546,VALID,4044.0
19XX SENA ST DENTON TX ,33.2200484,-97.1531323,VALID,4045.0
39XX DEER FOREST DR DENTON TX ,33.2495613,-97.0899799,VALID,4046.0
4XX SMITH ST DENTON TX ,33.2021306,-97.1270243,VALID,4047.0
12XX WILSON ST DENTON TX ,33.2081469,-97.1208293,VALID,4048.0
19XX SHADY OAKS DR DENTON TX ,33.2008585,-97.1064494,VALID,4049.0
12XX N CARROLL BLVD DENTON TX ,33.2279879,-97.1368644,VALID,4050.0
BRIERCLIFF DR DENTON TX ,33.1726111,-97.0930116,VALID,4051.0
34XX S I 35 E DENTON TX ,33.1814754,-97.102065,VALID,4052.0
REGAL DR DENTON TX ,33.1729029,-97.092186,VALID,4053.0
ROCK HILL RD DENTON TX ,33.2382443,-97.0239857,VALID,4054.0
23XX PEEBLES LN DENTON TX ,33.18948,-97.1606915,VALID,4055.0
91XX CISCO DR DENTON TX ,33.1430008,-97.193574,VALID,4056.0
5XX LAKEY ST DENTON TX ,33.2082911,-97.1241868,VALID,4057.0
24XX DONELLA DR DENTON TX ,33.1880077,-97.1594089,VALID,4058.0
5XX PIERCE ST DENTON TX ,33.2096992,-97.1356421,VALID,4059.0
93XX MALIBU CT DENTON TX ,33.1381301,-97.2345245,VALID,4060.0
29XX CROYDON LN DENTON TX ,33.2425973,-97.1119183,VALID,4061.0
CAMINO REAL TRL DENTON TX ,33.1747817,-97.0767076,VALID,4062.0
10XX SUMMER OAKS DR DENTON TX ,33.2216698,-97.1048929,VALID,4063.0
9XX W MULBERRY ST DENTON TX ,33.2135492,-97.1427608,VALID,4064.0
33XX TAMARACK LN DENTON TX ,33.1692002,-97.1625201,VALID,4065.0
10XX IMPERIAL DR DENTON TX ,33.2504713,-97.1188232,VALID,4066.0
79XX OAK CREEK LN DENTON TX ,33.2150791,-97.0537624,VALID,4067.0
51XX FORT WORTH DR DENTON TX ,33.1675471,-97.1532309,VALID,4068.0
14XX GREENLEE ST DENTON TX ,33.2018406,-97.1462016,VALID,4069.0
7XX LANSMAN TRL DENTON TX ,33.26624,-97.1241508,VALID,4070.0
32XX PARUAMENT DR DENTON TX ,33.2511233,-97.1640622,VALID,4071.0
14XX MISTYWOOD LN DENTON TX ,33.2371598,-97.1060725,VALID,4072.0
6XX PAISLEY ST DENTON TX ,33.2207581,-97.1094508,VALID,4073.0
UNION CIR DENTON TX ,33.2104369,-97.1453453,VALID,4074.0
38XX CHIMNEY ROCK DR DENTON TX ,33.1638874,-97.1029275,VALID,4075.0
11XX SILENT STAR LN DENTON TX ,33.1446859,-97.1210352,VALID,4076.0
9XX S WOODROW LN DENTON TX ,33.2072363,-97.1120564,VALID,4077.0
5XX MINGO RD DENTON TX ,33.2314612,-97.1056244,VALID,4078.0
GOBER ST DENTON TX ,33.2225846,-97.1513285,VALID,4079.0
MOHICAN AVE DENTON TX ,33.2340844,-97.109846,VALID,4080.0
35XX W DAVIS DALLAS TX ,32.7496193,-96.8744339,VALID,4081.0
4XX HETTIE ST DENTON TX ,33.2181702,-97.1165881,VALID,4082.0
54XX W LOVERS LN STE 333 DALLAS TX TX ,32.850654,-96.8412943,VALID,4083.0
22XX SKYSAIL LN DENTON TX ,33.1654484,-97.1114742,VALID,4084.0
15XX SEMINOLE AVE DENTON TX ,33.2304665,-97.11314,VALID,4085.0
21XX HOLLYHILL LN DENTON TX ,33.1882245,-97.1148274,VALID,4086.0
63XX HAWTHORN DR DENTON TX ,33.1684149,-97.0692581,VALID,4087.0
10XX MYRTLE ST DENTON TX ,33.2050727,-97.1350973,VALID,4088.0
65XX WELLSTON LN DENTON TX ,33.1483419,-97.1016121,VALID,4089.0
26XX S MAYHILL RD DENTON TX ,33.1922091,-97.0856294,VALID,4090.0
25XX SUMMER TRAIL DR DENTON TX ,33.2227077,-97.1033111,VALID,4091.0
9XX DUDLEY ST DENTON TX ,33.1932688,-97.1449557,VALID,4092.0
23XX EAGLE NEST CT DENTON TX ,33.2180988,-97.1036733,VALID,4093.0
20XX ROBINWOOD LN DENTON TX ,33.2376615,-97.1177146,VALID,4094.0
8XX SAVAGE DR DENTON TX ,33.2594452,-97.1185826,VALID,4095.0
29XX NEWPORT AVE DENTON TX ,33.2247547,-97.098772,VALID,4096.0
11XX BAYFIELD DR DENTON TX ,33.2282981,-97.0939494,VALID,4097.0
12XX N MAYHILL RD DENTON TX ,33.2218988,-97.0831971,VALID,4098.0
FM 1173 DENTON TX ,33.2599401,-97.1937191,VALID,4099.0
S WESTERN BLVD DENTON TX ,33.2105208,-97.1846613,VALID,4100.0
25XX E MCKINNEY ST DENTON TX ,33.2115705,-97.0875966,VALID,4101.0
28XX I 35 DENTON TX ,33.2802739,-97.177933,VALID,4102.0
12XX ROPING RAINES WY HASLET TX ,32.9897433,-97.3864789,VALID,4103.0
73XX SWEETGATE LN DENTON TX ,33.1790368,-97.0559696,VALID,4104.0
17XX S MAYHILL RD DENTON TX ,33.1922091,-97.0856294,VALID,4105.0
6XX IOOF ST DENTON TX ,33.2088246,-97.1402446,VALID,4106.0
1XX MEADOW LN DENTON TX ,33.2535906,-97.1292952,VALID,4107.0
2XX S WESTERN BLVD DENTON TX ,33.2105208,-97.1846613,VALID,4108.0
50XX OAK BEND CIR DENTON COUNTY TX ,33.2566754,-97.0892074,VALID,4109.0
E THIRD ST DENTON TX ,33.2255692,-97.1311192,VALID,4110.0
15XX KINGS ROW DENTON TX ,33.2490386,-97.1062357,VALID,4111.0
10XX EUSTON ST DENTON TX ,33.2544804,-97.1157563,VALID,4112.0
S RUDDELL ST DENTON TX ,33.2111223,-97.1171965,VALID,4113.0
56XX LAS LOMAS LN DENTON TX ,33.1753143,-97.0725263,VALID,4114.0
82XX CHARTER BND DENTON TX ,33.1422646,-97.105919,VALID,4115.0
35XX SAGEBRUSH DR DENTON TX ,33.2504505,-97.1247458,VALID,4116.0
38XX RIDGEWAY LN DENTON TX ,33.1620177,-97.1726176,VALID,4117.0
12XX HIGHLAND PARK RD DENTON TX ,33.1971195,-97.1548181,VALID,4118.0
DCFOF SHELTER DENTON TX ,33.2165858,-97.13241049999999,VALID,4119.0
13XX OAK VLY DENTON TX ,33.2234143,-97.1015613,VALID,4120.0
34XX FARRIS RD DENTON TX ,33.2652527,-97.0859465,VALID,4121.0
48XX BEAVER CREEK AVE DENTON TX ,33.263345,-97.1253722,VALID,4122.0
16XX RINEY RD DENTON TX ,33.2490831,-97.1517612,VALID,4123.0
9XX HILTON PL DENTON TX ,33.2521779,-97.1178821,VALID,4124.0
21XX CHEBI LN DENTON TX ,33.2381202,-97.1002328,VALID,4125.0
8XX IMPERIAL DR DENTON TX ,33.2504713,-97.1188232,VALID,4126.0
1XX SUNKEN MEADOW CT DENTON TX ,33.1585175,-97.1354849,VALID,4127.0
4XX W CHAPMAN DR SANGER TX ,33.3671158,-97.1831636,VALID,4128.0
3XX E FOREST AVE SHERMAN TX ,33.6183976,-96.6010198,VALID,4129.0
9XX E ROCK ISLAND AVE BOYD TX ,33.0785376,-97.5566156,VALID,4130.0
7XX WINDFIELDS ST DENTON TX ,33.2430187,-97.1241861,VALID,4131.0
5XX LINDSEY ST DENTON TX ,33.1987727,-97.1450131,VALID,4132.0
57XX CYPRESS POINT DR DENTON TX ,33.1545075,-97.1404132,VALID,4133.0
34XX MINGO RD DENTON TX ,33.2314612,-97.1056244,VALID,4134.0
48XX W ILLINOIS AVE DALLAS TX ,32.7204116,-96.8713272,VALID,4135.0
7XX N RUDDELL ST DENTON TX ,33.222033,-97.1178217,VALID,4136.0
DUDLEY ST DENTON TX ,33.1932688,-97.1449557,VALID,4137.0
120XX I 35 DENTON TX ,33.2802739,-97.177933,VALID,4138.0
33XX AVON DR DENTON TX ,33.2468042,-97.1145188,VALID,4139.0
65XX CRAWFORD RD DENTON COUNTY TX ,33.1297816,-97.1940365,VALID,4140.0
35XX CHASEMOOR DR DENTON TX ,33.251387,-97.1612132,VALID,4141.0
34XX RIVIERA CT DENTON TX ,33.2529214,-97.1678381,VALID,4142.0
35XX WHEELER RIDGE DR DENTON TX ,33.1544521,-97.1025701,VALID,4143.0
54XX BASHAM LN DENTON TX ,33.2661828,-97.1076155,VALID,4144.0
CARDINAL DR DENTON TX ,33.2188503,-97.09203,VALID,4145.0
2XX N WOOD ST DENTON TX ,33.2179707,-97.1190058,VALID,4146.0
11XX WOODMOUNT CT DENTON TX ,33.2427568,-97.1033667,VALID,4147.0
31XX CONQUEST DR DENTON TX ,33.2513968,-97.1616728,VALID,4148.0
78XX WHITE SETTLEMENT RD FORT WORTH TX ,32.7593465,-97.3754657,VALID,4149.0
24XX MIRANDA PL DENTON TX ,33.158141,-97.1081958,VALID,4150.0
14XX STRATFORD LN DENTON TX ,33.2484938,-97.1123598,VALID,4151.0
9XX SPRINGCREEK DR DENTON TX ,33.1672742,-97.1449504,VALID,4152.0
14XX PICKWICK LN DENTON TX ,33.2476103,-97.1104038,VALID,4153.0
KINGSWOOD CT DENTON TX ,33.189929,-97.12383,VALID,4154.0
BRONCO WAY DENTON TX ,33.2506602,-97.1644151,VALID,4155.0
3XX WATER OAK RD DENTON TX ,33.2189547,-97.1014596,VALID,4156.0
17XX POINSETTIA BLVD DENTON TX ,33.2543469,-97.1106221,VALID,4157.0
20XX N TRINITY RD DENTON TX ,33.227038,-97.0546798,VALID,4158.0
39XX TUSCANY CT DENTON TX ,33.1715377,-97.1714172,VALID,4159.0
43XX JIM CHRISTAL RD DENTON TX ,33.2201562,-97.2053052,VALID,4160.0
29XX WILSONWOOD DR DENTON TX ,33.2428567,-97.1185962,VALID,4161.0
STONEGATE DR DENTON TX ,33.1877957,-97.1175315,VALID,4162.0
34XX HEATHER LN DENTON TX ,33.2458277,-97.1145706,VALID,4163.0
8XX ANNA ST DENTON TX ,33.2257569,-97.1361846,VALID,4164.0
16XX WELLINGTON DR DENTON TX ,33.2493375,-97.1133424,VALID,4165.0
71XX RIVERCHASE TRL DENTON TX ,33.1527211,-97.1246769,VALID,4166.0
13XX ASHER LN DENTON TX ,33.1659891,-97.1152779,VALID,4167.0
18XX N CARROLL BLVD DENTON TX ,33.2279879,-97.1368644,VALID,4168.0
47XX GUNNISON DR DENTON TX ,33.1690838,-97.079092,VALID,4169.0
12XX STRATFORD LN DENTON TX ,33.2484938,-97.1123598,VALID,4170.0
89XX LANDMARK LN DENTON TX ,33.1418881,-97.2442605,VALID,4171.0
91XX AMBROSIA CT DENTON TX ,33.1455856,-97.2383643,VALID,4172.0
PHOTINIA AVE DENTON TX ,33.1695583,-97.073198,VALID,4173.0
6XX MORSE ST DENTON TX ,33.2050266,-97.1104501,VALID,4174.0
8XX W UNIVERSITY HWY DR DENTON TX ,33.2303119,-97.1816464,VALID,4175.0
56XX THOROUGHBRED TRL DENTON TX ,33.1538329,-97.096408,VALID,4176.0
19XX CINDY LN DENTON TX ,33.235001,-97.1873323,VALID,4177.0
22XX BROOKLAKE WEST DENTON TX ,33.2374642,-97.1698129,VALID,4178.0
37XX BLUESTEM BLVD DENTON TX ,33.148871,-97.1724536,VALID,4179.0
57XX GRANBURY DR DENTON TX ,33.1387571,-97.1889027,VALID,4180.0
5XX MAGNOLIA ST DENTON TX ,33.2401965,-97.1397131,VALID,4181.0
18XX WISTERIA ST DENTON TX ,33.1944685,-97.1561115,VALID,4182.0
24XX I 35 DENTON TX ,33.2802739,-97.177933,VALID,4183.0
28XX BUCKINGHAM DR DENTON TX ,33.2531312,-97.1176578,VALID,4184.0
33XX BRIERCLIFF DR DENTON TX ,33.1726111,-97.0930116,VALID,4185.0
29XX N BELL AVE DENTON TX ,33.2310843,-97.1272288,VALID,4186.0
20XX KAYEWOOD DR DENTON TX ,33.2343372,-97.118504,VALID,4187.0
ORIOLE LN DENTON TX ,33.2180842,-97.093371,VALID,4188.0
49XX I 35 W DENTON TX ,33.1648139,-97.1855749,VALID,4189.0
23XX ROYAL ACRES DR DENTON TX ,33.2539902,-97.1166525,VALID,4190.0
36XX MONTE VERDE WAY DENTON TX ,33.1733025,-97.0753108,VALID,4191.0
99XX ANGEL BEND DENTON COUNTY TX ,33.187666,-97.046729,VALID,4192.0
15XX I 35 W HWY DENTON TX ,33.1648139,-97.1855749,VALID,4193.0
92XX AMISTAD LN DENTON TX ,33.1416176,-97.1927124,VALID,4194.0
26XX EMPIRE ST DENTON TX ,33.2437354,-97.0952771,VALID,4195.0
35XX ANDALUSIAN DR DENTON TX ,33.1560233,-97.0976197,VALID,4196.0
15XX W MULBERRY ST DENTON TX ,33.2135492,-97.1427608,VALID,4197.0
25XX N BONNIE BRAE ST DENTON TX ,33.2460697,-97.1605525,VALID,4198.0
PROPERTY ID 34518 DENTON TX ,33.2165858,-97.13241049999999,VALID,4199.0
38XX RANCHMAN BLVD DENTON TX ,33.1662972,-97.1090953,VALID,4200.0
14XX MICHIAL ST DENTON TX ,33.2001689,-97.1484233,VALID,4201.0
91XX CONROE DR DENTON TX ,33.1402066,-97.1864554,VALID,4202.0
15XX PACO TRL DENTON TX ,33.2220273,-97.1161179,VALID,4203.0
1XX N CRAWFORD ST DENTON TX ,33.2179936,-97.120214,VALID,4204.0
33XX DEERWOOD PKWY DENTON TX ,33.2520236,-97.0927038,VALID,4205.0
22XX DAVENPORT DR DENTON TX ,33.2504607,-97.1558158,VALID,4206.0
32XX ROSELAWN DR DENTON TX ,33.1846168,-97.1479993,VALID,4207.0
11XX TALLAHASSEE DR DENTON TX ,33.2264717,-97.086253,VALID,4208.0
35XX KINGSVIEW DR DENTON TX ,33.2527139,-97.1688269,VALID,4209.0
33XX MEDPARK DR DENTON TX ,33.1831293,-97.0944578,VALID,4210.0
33XX HAWKS VIEW LN DENTON TX ,33.1805881,-97.0582196,VALID,4211.0
15XX PAISLEY ST DENTON TX ,33.2207581,-97.1094508,VALID,4212.0
18XX ALICE ST DENTON TX ,33.2254848,-97.1401655,VALID,4213.0
15XX MORSE ST DENTON TX ,33.2050266,-97.1104501,VALID,4214.0
98XX GRANDVIEW DR DENTON TX ,33.1363815,-97.2358601,VALID,4215.0
21XX PRESCOTT DOWNS DR DENTON TX ,33.1525378,-97.1094495,VALID,4216.0
19XX POINSETTIA BLVD DENTON TX ,33.2543469,-97.1106221,VALID,4217.0
30XX NOTTINGHAM DR DENTON TX ,33.2389117,-97.1066916,VALID,4218.0
27XX BISSONET DR DENTON TX ,33.166141,-97.1043398,VALID,4219.0
44XX TITUS DR DENTON TX ,33.173383,-97.0836033,VALID,4220.0
89XX HARVEST MOON TRL DENTON TX ,33.1377043,-97.1151004,VALID,4221.0
39XX MIRAMAR DR DENTON TX ,33.1603855,-97.0939393,VALID,4222.0
19XX BRIARWYCK CT DENTON TX ,33.193205,-97.1101244,VALID,4223.0
22XX LAUREL ST DENTON TX ,33.1939138,-97.1566396,VALID,4224.0
44XX I 35 W DENTON TX ,33.1648139,-97.1855749,VALID,4225.0
56XX WHARFSIDE PL DENTON TX ,33.1768781,-97.0729452,VALID,4226.0
65XX SADDLEBACK DR DENTON TX ,33.1501466,-97.100455,VALID,4227.0
34XX ORIOLE LN DENTON TX ,33.2180842,-97.093371,VALID,4228.0
5XX CHAMBERS ST DENTON TX ,33.2031664,-97.127504,VALID,4229.0
39XX MAGGIES MDW DENTON TX ,33.1604768,-97.1294778,VALID,4230.0
7XX E SYCAMORE ST DENTON TX ,33.2124371,-97.125394,VALID,4231.0
45XX CATTAIL LN DENTON TX ,33.1689884,-97.0764551,VALID,4232.0
25XX OAK PARK DR DENTON TX ,33.2242036,-97.1034609,VALID,4233.0
46XX MILLER RD DENTON TX ,33.2198904,-97.1086793,VALID,4234.0
GREENWOOD DR DENTON TX ,33.2353581,-97.1173887,VALID,4235.0
15XX CHESTNUT ST DENTON TX ,33.2115776,-97.1520267,VALID,4236.0
4XX N SIERRA TRL PILOT POINT TX ,33.4002236,-96.9711526,VALID,4237.0
3XX SAMUEL ST DENTON TX ,33.2536506,-97.1343458,VALID,4238.0
I 35 CORINTH TX ,37.9418219,-96.7515814,VALID,4239.0
45XX 10 TOP HWY GRANBURY TX ,32.4488736,-97.7905758,VALID,4240.0
39XX WINDY POINT DR DENTON TX ,33.172565,-97.0810446,VALID,4241.0
49XX N LOCUST ST DENTON TX ,33.256469,-97.1316417,VALID,4242.0
72XX CHAUCER DR DENTON TX ,33.1487281,-97.1127558,VALID,4243.0
18XX CONCORD LN DENTON TX ,33.1893477,-97.1171028,VALID,4244.0
LINDENWOOD TRL DENTON TX ,33.1354916,-97.2314722,VALID,4245.0
24XX WINDHAVEN DR DENTON TX ,33.1441532,-97.1079133,VALID,4246.0
55XX PARKPLACE DR DENTON TX ,33.1341609,-97.1880513,VALID,4247.0
37XX ARROYO TRL DENTON TX ,33.1727335,-97.0724026,VALID,4248.0
31XX BROKEN BOW ST DENTON TX ,33.2443303,-97.1007198,VALID,4249.0
16XX KENDOLPH DR DENTON TX ,33.1998148,-97.1520057,VALID,4250.0
22XX EMERSON LN DENTON TX ,33.2418,-97.1048034,VALID,4251.0
25XX DENISON ST DENTON TX ,33.2345695,-97.1357041,VALID,4252.0
43XX CHICORY CT DENTON TX ,33.1570521,-97.1337154,VALID,4253.0
RUFF RD DENTON TX ,33.1919906,-97.1514999,VALID,4254.0
2XX OLD ALTON DR DENTON TX ,33.1396864,-97.1051349,VALID,4255.0
1XX S AUSTIN ST DENTON TX ,33.2139751,-97.1318479,VALID,4256.0
51XX COUNTRY CLUB RD DENTON TX ,33.1621985,-97.1419084,VALID,4257.0
53XX EDWARDS RD DENTON TX ,33.1780772,-97.0726157,VALID,4258.0
5XX FOX CREEK CT DENTON TX ,33.2177906,-97.1051086,VALID,4259.0
62XX HIGHFIELD PARK DENTON TX ,33.1531012,-97.0993787,VALID,4260.0
BROCK CIR DENTON TX ,33.2210859,-97.1093503,VALID,4261.0
2XX E UNIVERSITY HWY DR DENTON TX ,33.2345383,-97.0783176,VALID,4262.0
14XX MEADOW ST DENTON TX ,33.1986625,-97.134764,VALID,4263.0
21XX VIBRANT LN DENTON TX ,33.1942493,-97.1082463,VALID,4264.0
W SHADY SHORES RD DENTON TX ,33.1640049,-97.0722153,VALID,4265.0
101XX LINDENWOOD TRL DENTON TX ,33.1354916,-97.2314722,VALID,4266.0
MISTYWOOD LN DENTON TX ,33.2371598,-97.1060725,VALID,4267.0
46XX JIM CHRISTAL RD DENTON TX ,33.2201562,-97.2053052,VALID,4268.0
71XX CHAUCER DR DENTON TX ,33.1487281,-97.1127558,VALID,4269.0
29XX PICADILLY LN DENTON TX ,33.2543598,-97.1145564,VALID,4270.0
135XX ROOSEVELT ARCH DR PONDER TX ,33.2469025,-97.36478,VALID,4271.0
16XX JASMINE TRL SAVANNAH TX ,33.2282462,-96.9042317,VALID,4272.0
82XX OAK CREEK LN DENTON TX ,33.2150791,-97.0537624,VALID,4273.0
6XX PIRTLE ST DENTON TX ,33.2240272,-97.1255479,VALID,4274.0
30XX PARUAMENT DR DENTON TX ,33.2511233,-97.1640622,VALID,4275.0
6XX JUPITER DR DENTON TX ,33.25877,-97.1249199,VALID,4276.0
LOVERS LN DENTON TX ,33.2497754,-97.200104,VALID,4277.0
41XX N LOCUST ST DENTON TX ,33.256469,-97.1316417,VALID,4278.0
78XX HINKLEY OAK DR DENTON TX ,33.1782668,-97.0538679,VALID,4279.0
14XX MORIN DR DENTON TX ,33.2528273,-97.144594,VALID,4280.0
37XX S I 35 E HWY DENTON TX ,33.1814754,-97.102065,VALID,4281.0
60XX SUN RAY DR DENTON TX ,33.1674142,-97.0741934,VALID,4282.0
6XX S BONNIE BRAE ST DENTON TX ,33.1837027,-97.1641773,VALID,4283.0
11XX S TRINITY RD DENTON TX ,33.2092685,-97.0602672,VALID,4284.0
4XX FRAME ST DENTON TX ,33.2236635,-97.1247226,VALID,4285.0
22XX AUDRA LN DENTON TX ,33.2246081,-97.1068564,VALID,4286.0
39XX CAMINO REAL TRL DENTON TX ,33.1747817,-97.0767076,VALID,4287.0
4XX MEADOWLANDS DR DENTON TX ,33.1692321,-97.1364602,VALID,4288.0
98XX CYPRESS ST DENTON TX ,33.1359142,-97.2506694,VALID,4289.0
1XX S BELL AVE DENTON TX ,33.2106727,-97.1303383,VALID,4290.0
3XX MOCKINGBIRD LN DENTON TX ,33.2223676,-97.0976468,VALID,4291.0
56XX MILLERS CREEK DR DENTON TX ,33.1380829,-97.1878595,VALID,4292.0
126XX BASALT CT DENTON TX ,33.132321,-97.2565449,VALID,4293.0
1XX N AVE B DENTON TX ,33.2151855,-97.1484192,VALID,4294.0
EBONY WAY DENTON TX ,33.1454988,-97.2472161,VALID,4295.0
8XX MOCKINGBIRD LN DENTON TX ,33.2223676,-97.0976468,VALID,4296.0
113XX SOUTHERLAND DR DENTON TX ,33.1323248,-97.2465841,VALID,4297.0
5XX E UNIVERSITY DR DENTON TX ,33.2345383,-97.0783176,VALID,4298.0
26XX BRIARHURST CT DENTON TX ,33.2638277,-97.1074983,VALID,4299.0
26XX FOXCROFT CIR DENTON TX ,33.2389959,-97.1021072,VALID,4300.0
18XX RIVERSIDE DR DENTON COUNTY TX ,33.2428161,-97.0485573,VALID,4301.0
21XX E SHERMAN DR DENTON TX ,33.276093,-97.0962546,VALID,4302.0
3XX SPRINGTREE ST DENTON TX ,33.2166095,-97.1005971,VALID,4303.0
24XX BRIARHURST CT DENTON TX ,33.2638277,-97.1074983,VALID,4304.0
17XX SHADY CREEK DR LEWISVILLE TX ,33.0257547,-97.0333019,VALID,4305.0
10XX LANSMAN TRL DENTON TX ,33.26624,-97.1241508,VALID,4306.0
28XX WESTON DR DENTON TX ,33.2196433,-97.098597,VALID,4307.0
26XX DENISON ST DENTON TX ,33.2345695,-97.1357041,VALID,4308.0
9XX S MASCH BRANCH RD DENTON TX ,33.2220078,-97.1973823,VALID,4309.0
15XX MICHIAL ST DENTON TX ,33.2001689,-97.1484233,VALID,4310.0
69XX PURBECK TRL DENTON TX ,33.1499606,-97.0927666,VALID,4311.0
6XX W UNIVERSITY HWY DR DENTON TX ,33.2303119,-97.1816464,VALID,4312.0
22XX RINGTAIL DR DENTON TX ,33.1621608,-97.1122721,VALID,4313.0
9XX QUAIL HOLLOW AVE DENTON TX ,33.1600596,-97.1254488,VALID,4314.0
5XX W UNIVERSITY HWY DR DENTON TX ,33.2303119,-97.1816464,VALID,4315.0
BEATTY ST DENTON TX ,33.2059439,-97.1431844,VALID,4316.0
83XX I 35 W HWY DENTON TX ,33.1648139,-97.1855749,VALID,4317.0
45XX TEASLEY LN DENTON TX ,33.1678163,-97.1103429,VALID,4318.0
33XX SOLANA CIR DENTON TX ,33.247618,-97.1543969,VALID,4319.0
